Kit NSN,Kit Name,Item NSN,Description,Quantity,Unit of Measure,Source,Unit Price,Extended Price,Accountability Code,Is Sub-Kit
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-01-562-3325,GAUZE HEMOSTATIC 7.5CM,1,EA,WHSE,56.33,56.33,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-01-621-1129,"DRESSING, CHEST WOUND SEAL, NON-VALVED",1,PG,WHSE,36.59,36.59,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-116-0179,BANDAGE TRIANGLE KHAKI,4,PG,WHSE,1.95,7.8,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-116-0202,PAD NONADHERENT 7.5X10CM,5,EA,WHSE,0.11,0.55,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-845-2189,PAD COTTON (EYE) OVAL,4,EA,WHSE,0.16,0.64,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-845-2238,BANDAID 25'S,1,PG,WHSE,1.07,1.07,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-849-8650,BANDAGE KNUCKLE 3X7CM(L),0.16,BX,WHSE,17.05,2.73,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-851-4200,BANDAGE COMPRESS 4 X 4IN,3,EA,WHSE,0.34,1.02,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-860-8464,SKIN CLOSURE 6 X 75MM,0.1,BX,WHSE,44.55,4.46,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-890-0883,SPONGE 4-P STER 10X10CM,10,PG,WHSE,0.1,1,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-893-3537,BANDAGE (FILM) 10 X 12CM,0.08,BX,WHSE,50.99,4.08,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-21-907-7261,SPONGE ( 8-P)5 X 5CM,10,PG,WHSE,0.04,0.4,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-CF-001-9358,BANDAGE ELASTIC 4IN X 5YD (10CM X 4.5M),1,RO,WHSE,5.2,5.2,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-CF-002-0196,BANDAGE ELASTOPLAST 6-8 X 10CM STRIP,1,BX,WHSE,4.42,4.42,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-CF-002-0901,BANDAGE BLISTER PROTECT,10,EA,WHSE,1.99,19.9,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6510-CF-002-7935,BANDAGE TENSOR LF 10CM,2,EA,WHSE,0.8,1.6,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-00-337-2400,"FORCEPS SPLINTER 4""(10CM)LG",1,EA,WHSE,1.1,1.1,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-008-3338,PEN SKIN MARKING,1,EA,WHSE,0.89,0.89,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-225-4681,"SPLINT, UNIVERSAL.LIGHTWEIGHT; RADIOLUCENT; GRAY; 4-1/2 BY 36 INCH (10.8 BY 92.2 CM);FOR IMMOBILIZATION OF INJURED EXTREMITIES",1,EA,WHSE,11.13,11.13,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-269-1792,AIRWAY NASOPHARYNG 28FR,3,EA,WHSE,9.12,27.36,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-357-5932,SYR HYPO PLS/DBL-SC 6CC,4,EA,WHSE,0.19,0.76,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-375-4798,CONNECTOR SALINE LOCK,3,EA,WHSE,2.15,6.45,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-452-1329,ADAPTER PEEP VALVE,1,EA,WHSE,5.1,5.1,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-452-4435,SUPP CERV COLLAR SELECT,1,EA,WHSE,17.15,17.15,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-458-6178,"SET, E.N.T. DIAGNOSTICS, LIGHTWEIGHT, FIELD USE",1,KT,WHSE,898.23,898.23,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-479-5756,DETECTOR C02 EASY CAP II,2,EA,WHSE,17.4,34.8,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-521-5730,SPLINT LEG TRACTION 4:1,1,EA,WHSE,205.58,205.58,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-521-7976,"TOURNIQUET, COMBAT APPLICATION, HEMORRHAGE CONTROL, C-A-T, BLACK",3,EA,WHSE,32.98,98.94,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-523-3317,"CONSTRICTING AND SECURING DEVICE,IV",2,EA,WHSE,13.3,26.6,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-537-2611,BAND CONSTRICTING IV,1,EA,WHSE,20.9,20.9,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-540-7226,"LANYARD, RETRACTABLE FOR MEDICAL SCISSORS WITH CLIP FOR D-RINGS",1,EA,WHSE,18.73,18.73,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-583-0475,"SYRINGE,HYPODERMIC. CAPACITY 50 ML",1,EA,WHSE,0.99,0.99,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-587-9943,"TOURNIQUET, TACTICAL, BLACK, SPECIAL OPERATIONS FORCES",1,EA,WHSE,38.51,38.51,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-618-6471,"SYRINGE, HYPODERMIC 3ML",3,EA,WHSE,0.13,0.39,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-618-7475,"TOURNIQUET, JUNCTIONAL, SAM",1,EA,WHSE,447.78,447.78,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-618-8278,"PACK, AIRWAY SUPRAGLOTTIC, ADULT, SIZE 4 COMES WITH LUBRICANT AND AIRWAY SUPPORT STRAP",1,EA,WHSE,35,35,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-621-2401,"PACK, AIRWAY SUPRAGLOTTIC, ADULT, SIZE 5 COMES WITH LUBRICANT AND AIRWAY SUPPORT STRAP",1,EA,WHSE,35,35,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-626-6395,"DRIVER, MANUAL, INTRAOSSEOUS DEVICE AND NEEDLE, STERILE",1,PG,WHSE,391.67,391.67,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-673-7560,STETHOSCOPE,1,EA,WHSE,131.24,131.24,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-674-6444,"TOURNIQUET, FLAT, 1 X 18IN, BLUE, DISPOSABLE, NON-LATEX",1,EA,WHSE,0.24,0.24,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-01-681-8769,"BAG & EXTENSION TUBE, LEG, ANTI-RFLX TWSTVLV, URINE COLLECTION, 32OZ, PVC, SINGLE USE",2,EA,WHSE,2.95,5.9,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-14-503-7510,"CATHETER, STRAIGHT, IN-DWELLING, MALE",1,EA,WHSE,8.76,8.76,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-14-537-1249,"CATHETER, MALE, FOLEY 2-WAY, STRAIGHT, IN-DWELLING",1,EA,WHSE,8.76,8.76,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-20-011-2559,"TRAY, TACTICAL VASCULAR",3,SE,WHSE,46.78,140.34,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-20-011-4681,SET AIRWAY SURGICAL STER,2,EA,WHSE,50.83,101.66,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-21-116-4057,FORCEP HEM CRIL ST 13CM,1,EA,WHSE,23.75,23.75,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-21-870-5191,KNIFE SURG W/BLADE NO.15,5,EA,WHSE,1.51,7.55,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-21-878-1957,SCISSORS UNIVERSAL,1,EA,WHSE,2.94,2.94,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-001-3749,STAPLER DISPOSABLE 35MM,0.16,BX,WHSE,109.09,17.45,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-001-7496,HOLDER/ET-TUBE RESTRAINT,1,EA,WHSE,2.71,2.71,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-001-8628,DEPRESSOR TONGUE IND WRP,8,EA,WHSE,0.04,0.32,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-001-9074,RESUSCITATIOR DISPOSABLE,1,EA,WHSE,17.06,17.06,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-0794,CATHETER IV TFL ORG 14G,2,EA,WHSE,7.33,14.66,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-0856,SET EXTEN IV .4ML 15.2CM,3,EA,WHSE,6.09,18.27,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-0945,SPHYGMOM HAND HELD ANERO,1,EA,WHSE,158.87,158.87,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-6093,LANCET MED BLD 21G 1.8MM,10,EA,WHSE,0.24,2.4,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-7539,SUCTION DVC TACT AIRWAY,1,EA,WHSE,59.28,59.28,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-7589,"GLOVES, EXAMINATION, NON-STERILE, NITRILE, LARGE, BLUE, CHEMO-APPROVED, 12"" EXTENDED CUFF",0.32,BX,WHSE,21.97,7.03,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-7714,OXIMETER NONIN 9550,1,EA,WHSE,911.94,911.94,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-8526,SHIELD EYE ALU WITH PROTECT CLOTH COVER LF,2,EA,WHSE,1.81,3.62,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-8692,NEEDLE HYP SAFETY 18G X 1.5IN,10,EA,WHSE,0.2,2,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-8695,NEEDLE HYP SAFETY 22G X 1IN,5,EA,WHSE,0.21,1.05,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-9076,"SET, SOLUTION, 10 DROPS/ML, 3 LEUR VALVES, MALE LUER LOCK, 105IN LONG",1,EA,WHSE,8.4,8.4,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-9233,TRIAGE TAGS(SET)INCLUDES DEAD TAG,5,EA,WHSE,5.81,29.05,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-002-9589,"SET, SECONDARY MEDICAL, NEEDLELESS, WITH HANGER AND MALE LUER LOCK ADAPTER, 37IN (94CM)",1,EA,WHSE,2.17,2.17,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-003-0008,APPLICATOR DISPOSABLE,0.1,BX,WHSE,13.05,1.31,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6515-CF-005-1470,"CPR MASK, POCKET VENTILLATOR, W/HEADSTRAP, ONE-WAY VALVE AND OXYGEN INLET",1,EA,WHSE,5.4,5.4,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6530-20-001-2849,COVER PROBE THERMOMETER,1,PG,WHSE,3.93,3.93,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6530-20-011-4406,"DISPOSAL CONTAINER, HYPODERMIC NEEDLE AND SYRINGE, 0.15L",1,EA,WHSE,3.52,3.52,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6530-21-880-6717,PAD COLD TMT,2,EA,WHSE,0.94,1.88,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6545-CF-002-0271,KIT 8 AIRWAYS (OPA'S),1,KT,WHSE,20.01,20.01,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6545-CF-002-8271,CASE CARRY MEDICATION,1,EA,WHSE,40.1,40.1,D,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6550-CF-002-9329,"SOLUTION, LOW CONTROL (LEVEL 1), FOR GLUCOSE MONITOR 6630-CF-002-9326",1,EA,WHSE,15.85,15.85,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6550-CF-002-9330,"SOLUTION, NORMAL CONTROL (LEVEL 2), FOR GLUCOSE MONITOR 6630-CF-002-9326",1,EA,WHSE,15.85,15.85,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6550-CF-002-9331,"SOLUTION, HIGH CONTROL (LEVEL 3), FOR GLUCOSE MONITOR 6630-CF-002-9326",1,EA,WHSE,15.85,15.85,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6550-CF-002-9332,"TEST STRIPS,(50'S) FOR GLUCOSE MONITOR 6630-CF-005-0307",1,BT,WHSE,43.66,43.66,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6630-CF-005-0307,CONTOUR NEXT GEN GLUCOMETER BLOOD GLUCOSE MONITORING SYSTEM,1,EA,WHSE,26,26,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",6685-20-001-2846,THERMOMETER SELF INDICAT,1,EA,WHSE,10.2,10.2,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",7530-21-903-1443,FORM PRINTED WHITE,2,EA,ExternalRqn,0.6,1.2,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",7690-21-883-2495,LABEL PAPER PRESCRIPTION,0.04,RO,ExternalRqn,0,0,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",8105-21-900-0912,"BAG ZIP-LOC 4 X 3""",0.1,PG,ExternalRqn,2.13,0.21,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",8145-01-682-0894,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",2,EA,WHSE,0.81,1.62,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",9330-21-859-2658,"PLASTIC WRAP, ROLL, POLYVINYL CHLORIDE, 29.5CM WIDE, 90M LONG",1,EA,ExternalRqn,3.99,3.99,C,
6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",MED TECH TRIAL BAGS PRINTOUT,Med Tech Trial Bags Printout.,1,,Resource,1.2,1.2,,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-00-963-5355,DEXAM INJ 4MG/ML-5ML MUL,2,BT,WHSE,8.21,16.42,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-01-063-9993,LUBRICANT SURGICAL 3.5G,5,EA,WHSE,0.17,0.85,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-01-074-7588,CEFOXITIN PWDR INJ 1GM,2,BT,WHSE,10.6,21.2,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-20-002-1827,DIPHENH INJ 50MG/ML-1ML,1,EA,WHSE,4.04,4.04,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-20-011-3051,NALOXONE HCL .4MG/ML,1,VI,WHSE,138.45,138.45,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-20-011-3951,FEXOFENADINE HCL 60 MG,1,PG,WHSE,11,11,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-20-012-2554,"KETAMINE HYDROCHLORIDE 50MG/ML, 10ML VIAL",1,VI,WHSE,55.1,55.1,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-20-012-6991,SALBUTAMOL SULFATE 1MG/ML 2.5ML NEBULE INHALATION SOLUTION,1,PG,WHSE,7.23,7.23,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-114-6713,DIMENHYD TB 50MG,100,EA,WHSE,0.14,14,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-114-6714,"DIPHENHYDRAMINE HCL, 50MG, CAPSULES OR TABLETS",100,EA,WHSE,0.13,13,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-114-6722,EPINEPHRINE 1 MG/ML INJ,2,AM,WHSE,1.67,3.34,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-114-6764,LIDOCAINE 2% W/EPI 20ML,2,BT,WHSE,10.15,20.3,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-116-0364,LIDOCAINE 1% W/EPI (1:1),2,BT,WHSE,13,26,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-843-5826,BACITRACIN ZINC OINT,2,TU,WHSE,4.95,9.9,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-844-6131,MORPH SULF 10MG/ML-1ML,6,EA,WHSE,2.31,13.86,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-855-2221,"SODIUM CHLORIDE 0.9%, FOR INJECTION, 500ML, IV BAG",1,BG,WHSE,2.67,2.67,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-855-3742,"LACTATED RINGER'S, FOR INJECTION, 1000ML, IV BAG",2,BG,WHSE,4,8,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-872-2053,SALBUTAMOL INHLR 100MCG,1,CN,WHSE,5,5,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-879-9785,DIMENHYDRIN 50MG/ML -5ML,1,EA,WHSE,6.94,6.94,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-880-9649,PSEUDOEPHEDRINE HCL TABS 60MG PREPACK,2,PG,WHSE,1.82,3.64,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-883-2862,IBUPROFEN TABLETS/CAPLETS 400MG,100,EA,WHSE,0.08,8,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-894-2130,HALOPERIDOL 5MG/ML (1ML),2,EA,WHSE,4.06,8.12,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-895-1613,WATER 10ML FOR INJECTION,2,EA,WHSE,0.65,1.3,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-895-1673,ACETAMINOPHEN 325MG TABS ORAL 24 TABS / BOTTLE,3,BT,WHSE,3.48,10.44,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-896-0117,CLINDAMYCIN 150MG/ML-2ML,2,VI,WHSE,7.7,15.4,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-902-2080,IPRATROPIUM ORAL INHALER,1,EA,WHSE,11.72,11.72,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-907-7815,"BISMUTH SUSALICYATE & CALCIUM CARBONATE CHEWABLE TABS, 24's",1,PG,WHSE,3.5,3.5,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-912-4939,IPRATROP INHL SOL .025%,10,EA,WHSE,6.12,61.2,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-912-4953,ONDANSETRON 2MG/ML-20ML,1,EA,WHSE,130.46,130.46,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-912-6381,"ONDANSETRON HCL TABLETS 8MG ORAL, BLISTER PACK",10,EA,WHSE,4.65,46.5,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-913-5273,MIDAZOLAM 1MG/ML - 10ML,2,EA,WHSE,5.68,11.36,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-914-4258,EPINEPH 0.30MG AUTO-INJ,1,EA,WHSE,85.42,85.42,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-21-920-2716,NITRO SUBLING 0.4MG/DOSE,1,BT,WHSE,14.93,14.93,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-001-4283,"DEXTROSE 10%, FOR INJECTION, 500ML, IV BAG",1,EA,WHSE,3.07,3.07,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-001-7492,DEXTROSE ORAL LIQ 31GM,2,TU,WHSE,5.15,10.3,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-001-9319,MELOXICAM 7.5 MG,100,EA,WHSE,0.2,20,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-002-1954,"TRANEXAMIC ACID, LIQUID INJECTION, 100MG/ML, 10ML VIAL",2,EA,WHSE,30.18,60.36,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-002-7688,"MOXIFLOXACIN 400MG, 100 TABLETS",90,EA,WHSE,0.76,68.4,D,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-002-8123,ASA 81MG CHEW TABS,1,BT,WHSE,9.5,9.5,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-002-9245,"FLUORESCEIN SODIUM 2% OPHTHALMIC DROPS, 20 x 0.5ML",10,EA,WHSE,3.02,30.2,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-002-9370,TETRACAINE HCL OPHTHALMIC 1% SOLUTION 0.5ML,10,EA,WHSE,2.83,28.3,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-005-0187,ELECTROLYTE POWDER 4.9G,8,EA,WHSE,0.9,7.2,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-005-0252,"ANTIACID 200 MG ALUMINUM HYDROXIDE DRIED GEL/200 MG MAGNESIUM HYDROXIDE & ANTIFLATULENT SIMETHICONE 25 MG, CHEWABLE TABLET",1,BX,WHSE,9.53,9.53,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-005-0253,"GLUCAGON, DRY POWDER, NASAL, 3MG PER SINGLE-USE DEVICE",2,EA,WHSE,160.22,320.44,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6505-CF-005-0503,"FENTANYL CITRATE, 800 MCG, COMPRESSED LOZENGE, CYNRIL",2,EA,WHSE,49.88,99.76,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6515-CF-002-7958,DEVICE INHALER ASSISTANC,1,EA,WHSE,4.92,4.92,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",6515-CF-002-8362,"DEVICE, MUCOSAL ATOMIZATION, WITH LUER LOCK AND 3ML SYRINGE",2,EA,WHSE,7.15,14.3,C,
6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",PAMPHLET11,AEC PROTOCOLS PAMPHLET,1,,Resource,3.1,3.1,,
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-01-617-5668,BAG MEDICAL RATS BVS,5,EA,WHSE,1093.21,5466.05,D,
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-20-A0M-1004,"KIT, TMT, C.A.F. DIVE TEAM C-SPINE IMMOBILIZATION",1,KT,WHSE,655.45,655.45,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-20-A0M-1006,"KIT, MEDICAL, C.A.F. DIVE TEAM",1,KT,WHSE,2343.33,2343.33,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-20-A0U-7793,"KIT, TMT CRASH CART, MAJOR WARSHIP, MEDICAL TREATMENT FACILITY",1,KT,WHSE,35427.51,35427.51,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-20-A0U-8722,"TREATMENT, SET, CORE, MAJOR NAVAL WARSHIP, MEDICAL TREATMENT FACILITY.",1,SE,WHSE,91622.86,91622.86,C,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-21-111-8439,FIRST AID KIT GENERAL PURPOSE NO.1 FOR 1 TO 9 PERSONS,10,KT,WHSE,21.45,214.5,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-21-912-4985,TRANSIT UNIT MEDICAL SPECIMEN NON-FATAL ACCIDENT,2,KT,WHSE,538.33,1076.66,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-21-912-4986,TRANSIT UNIT MEDICAL SPECIMEN FATAL ACCIDENT,2,KT,WHSE,1754.12,3508.24,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-21-920-2280,TREATMENT KIT HIV POST-EXPOSURE PROPHYLAXIS,1,KT,WHSE,842.26,842.26,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-CF-002-0270,KIT PEDIATRIC RESUS,1,KT,WHSE,2789.08,2789.08,D,
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-CF-002-1002,"KIT, TREATMENT, MED TECH, BAG",5,KT,WHSE,5591.52,27957.6,D,Y
6545-CF-005-1238,"MASTER KIT LIST, SICKBAY (ALL HOLDINGS)",6545-CF-002-8529,"KIT, TREATMENT, MEDICATIONS, MED TECH BAG",5,KT,WHSE,1270.46,6352.3,D,Y
