Item NSN,Description,Quantity,Unit of Measure,Source,Unit Price,Extended Price,Accountability Code,Is Sub-Kit
6515-CF-005-1328,"POUCH, TT TAC POUCH, 8.1 HIP BAG, W/ REMOVABLE WAIST BELT, BLACK",1,EA,WHSE,76.79,76.79,C,
6545-CF-005-0858,"KIT, FIRST AID, TCCC, ALL SERVICE MEMBERS (ASM), CONTENTS ONLY",1,KT,WHSE,0,0,D,
